TotalPurchase,CustomerAge,CustomerBday,FirstOrderMonths,FirstOrderDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
49.9900,57,1964-12-04,84,2019-06-14,S,25001-50000,F,4,High School,Professional,0,2
505.0000,47,1974-10-17,84,2019-06-14,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
476.4900,37,1984-04-09,84,2019-06-14,S,75001-100000,F,3,Graduate Degree,Professional,1,0
15.5800,29,1992-08-03,84,2019-06-14,S,25001-50000,F,0,Partial College,Clerical,0,1
30.0000,32,1989-08-07,84,2019-06-14,S,25001-50000,F,0,High School,Skilled Manual,1,2
13.0100,27,1994-10-05,84,2019-06-14,S,25001-50000,F,3,Partial College,Clerical,1,1
19.5000,50,1971-12-12,84,2019-06-14,M,greater than 100000,M,3,Partial High School,Professional,0,4
17.5000,62,1959-09-02,84,2019-06-14,S,50001-75000,F,5,High School,Professional,1,2
28.9900,57,1964-10-26,84,2019-06-14,M,25001-50000,F,4,High School,Professional,1,2
20.0000,34,1987-05-17,84,2019-06-14,S,25001-50000,M,4,High School,Skilled Manual,0,2
1066.5000,37,1984-06-08,84,2019-06-14,S,0-25000,M,2,High School,Manual,1,1
559.1900,27,1994-10-16,84,2019-06-14,S,50001-75000,M,0,Partial College,Skilled Manual,1,2
32.6900,64,1957-10-21,84,2019-06-14,S,25001-50000,M,4,"Bachelors ",Management,1,2
2285.4800,53,1968-04-23,84,2019-06-14,M,50001-75000,M,3,Graduate Degree,Management,1,2
2317.7000,52,1970-02-02,84,2019-06-14,S,greater than 100000,F,3,Partial College,Professional,0,3
2319.9900,75,1946-06-25,84,2019-06-14,M,greater than 100000,M,4,Graduate Degree,Professional,1,0
1659.9900,37,1984-07-13,84,2019-06-14,S,25001-50000,F,0,Graduate Degree,Clerical,0,0
30.0000,32,1989-06-25,84,2019-06-14,M,50001-75000,M,0,Partial College,Professional,1,2
27.7000,29,1992-05-17,84,2019-06-14,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
1160.4700,27,1994-06-23,84,2019-06-14,S,25001-50000,F,3,Partial College,Clerical,1,1
1700.9900,39,1982-09-14,84,2019-06-14,S,25001-50000,M,2,"Bachelors ",Skilled Manual,1,1
58.5100,49,1972-07-13,84,2019-06-14,M,25001-50000,M,2,High School,Skilled Manual,1,2
41.5200,43,1978-07-22,84,2019-06-14,M,50001-75000,M,3,Graduate Degree,Professional,1,0
31.6900,32,1989-09-27,84,2019-06-14,M,25001-50000,F,3,Partial College,Clerical,1,2
559.9900,51,1970-12-27,84,2019-06-14,M,25001-50000,M,1,Partial College,Clerical,1,1
1679.9900,58,1963-10-09,84,2019-06-13,M,50001-75000,F,2,Partial College,Professional,1,1
22.7000,50,1971-07-04,84,2019-06-13,M,greater than 100000,M,2,High School,Professional,1,3
20.0100,40,1981-09-06,84,2019-06-13,S,75001-100000,M,5,Graduate Degree,Management,1,3
27.9700,35,1986-06-05,84,2019-06-13,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
30.0000,43,1979-02-06,84,2019-06-13,M,0-25000,F,3,Partial High School,Manual,1,2
62.9800,51,1970-04-08,84,2019-06-13,M,25001-50000,F,1,Partial College,Clerical,1,1
27.9700,52,1969-04-15,84,2019-06-13,M,greater than 100000,M,3,High School,Professional,1,4
2349.0800,28,1993-08-16,84,2019-06-13,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
2331.9800,40,1981-06-13,84,2019-06-13,S,50001-75000,M,0,Graduate Degree,Professional,1,0
40.0100,48,1973-05-09,84,2019-06-13,M,50001-75000,M,5,Graduate Degree,Professional,1,1
28.6400,40,1981-05-06,84,2019-06-13,S,25001-50000,M,1,"Bachelors ",Clerical,0,1
9.5100,28,1993-12-23,84,2019-06-13,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
4.9900,73,1948-06-22,84,2019-06-13,M,greater than 100000,M,1,Graduate Degree,Management,1,1
2.7000,64,1957-06-26,84,2019-06-13,M,greater than 100000,F,2,"Bachelors ",Management,1,4
19.9900,40,1981-10-19,84,2019-06-13,M,0-25000,M,1,High School,Manual,1,1
4.9900,62,1960-03-03,84,2019-06-13,S,50001-75000,F,4,"Bachelors ",Management,1,2
1666.0000,55,1966-06-24,84,2019-06-13,S,50001-75000,F,2,High School,Professional,0,2
505.0000,51,1970-04-10,84,2019-06-13,S,75001-100000,M,2,Partial College,Skilled Manual,1,2
2289.9900,43,1978-05-26,84,2019-06-13,M,greater than 100000,M,4,Partial College,Professional,1,3
13.0100,52,1969-05-05,84,2019-06-13,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
14.4900,27,1994-07-22,84,2019-06-13,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
519.9800,36,1985-11-07,84,2019-06-13,M,50001-75000,F,4,Graduate Degree,Professional,1,0
0.6700,31,1990-05-27,84,2019-06-13,M,75001-100000,M,0,"Bachelors ",Professional,1,2
2260.0000,33,1988-08-19,84,2019-06-13,S,75001-100000,M,0,"Bachelors ",Management,0,1
1066.5000,41,1981-03-26,84,2019-06-13,S,25001-50000,M,0,"Bachelors ",Professional,0,0
52.0300,46,1975-07-03,84,2019-06-13,M,25001-50000,M,0,"Bachelors ",Professional,0,1
433.9700,36,1985-06-01,84,2019-06-13,S,50001-75000,F,3,Graduate Degree,Professional,0,0
2307.0000,45,1977-01-20,84,2019-06-13,S,greater than 100000,M,1,"Bachelors ",Management,1,3
3.9900,42,1979-05-17,84,2019-06-13,S,25001-50000,M,0,"Bachelors ",Professional,0,1
25.0000,30,1991-09-14,84,2019-06-13,S,25001-50000,F,0,High School,Skilled Manual,0,2
539.9900,36,1985-11-25,84,2019-06-13,S,25001-50000,F,0,"Bachelors ",Clerical,0,0
29.3200,32,1989-06-07,84,2019-06-13,M,50001-75000,F,0,Partial College,Professional,0,2
19.5000,34,1987-10-14,84,2019-06-13,S,0-25000,F,0,Partial High School,Manual,0,2
2415.7600,40,1981-06-02,84,2019-06-13,S,0-25000,M,5,Partial High School,Manual,1,1
17.5000,53,1968-08-12,84,2019-06-13,S,75001-100000,F,4,Partial College,Professional,1,2
1723.6900,39,1983-01-14,84,2019-06-13,S,25001-50000,F,0,Graduate Degree,Clerical,0,0
3.9900,61,1960-04-19,84,2019-06-13,S,0-25000,M,2,Partial High School,Clerical,1,2
1.7000,41,1980-11-02,84,2019-06-12,S,25001-50000,M,2,Partial College,Clerical,1,1
4.9900,57,1964-04-15,84,2019-06-12,S,greater than 100000,M,3,High School,Management,0,4
61.0000,52,1970-03-03,84,2019-06-12,M,50001-75000,F,2,High School,Professional,0,2
21.9800,52,1969-06-21,84,2019-06-12,S,greater than 100000,M,3,High School,Professional,0,4
6.0100,41,1980-10-24,84,2019-06-12,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
12.1000,55,1967-03-23,84,2019-06-12,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
1085.5000,65,1956-07-28,84,2019-06-12,M,25001-50000,F,2,"Bachelors ",Management,1,2
1120.4900,44,1977-04-12,84,2019-06-12,M,25001-50000,F,5,Graduate Degree,Clerical,1,0
2298.0100,54,1968-03-14,84,2019-06-12,S,50001-75000,F,3,Graduate Degree,Management,1,2
44.4800,56,1965-04-23,84,2019-06-12,M,50001-75000,F,2,Partial College,Professional,1,1
2294.9900,62,1959-06-20,84,2019-06-12,S,75001-100000,M,5,Partial College,Professional,0,2
65.9900,36,1985-12-12,84,2019-06-12,S,25001-50000,F,2,Partial College,Clerical,1,0
30.9900,56,1965-08-05,84,2019-06-12,M,greater than 100000,M,2,Partial College,Management,1,3
2310.4800,50,1971-11-06,84,2019-06-12,S,75001-100000,F,2,Partial College,Professional,1,1
498.9800,34,1988-03-26,84,2019-06-12,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
539.9900,33,1989-03-11,84,2019-06-12,S,25001-50000,M,0,High School,Skilled Manual,0,2
707.3600,47,1974-10-03,84,2019-06-12,S,25001-50000,F,0,"Bachelors ",Clerical,1,0
32.7100,27,1995-01-06,84,2019-06-12,M,25001-50000,F,0,High School,Skilled Manual,1,2
4.0000,26,1995-06-22,84,2019-06-12,M,25001-50000,M,0,High School,Skilled Manual,1,2
4.9900,39,1983-02-03,84,2019-06-12,M,greater than 100000,M,1,"Bachelors ",Management,1,4
1120.4900,41,1980-10-02,84,2019-06-12,S,0-25000,M,2,High School,Manual,1,1
32.5000,53,1968-04-07,84,2019-06-12,S,greater than 100000,F,3,"Bachelors ",Management,1,4
2290.9700,62,1959-04-23,84,2019-06-12,M,greater than 100000,F,4,"Bachelors ",Management,1,4
2294.9900,54,1967-07-29,84,2019-06-12,S,75001-100000,F,4,High School,Professional,0,2
1679.9800,63,1959-03-22,84,2019-06-12,M,25001-50000,M,4,High School,Professional,0,2
34.3300,33,1988-05-17,84,2019-06-12,M,75001-100000,M,0,"Bachelors ",Professional,1,3
47.9900,51,1971-01-26,84,2019-06-12,M,25001-50000,F,1,Partial College,Clerical,1,1
543.9900,36,1985-04-07,84,2019-06-12,S,greater than 100000,M,0,High School,Management,0,4
562.6900,43,1978-10-18,84,2019-06-12,M,50001-75000,M,4,"Bachelors ",Professional,1,2
2319.9900,55,1966-06-08,84,2019-06-12,M,75001-100000,F,4,High School,Professional,0,2
5.0100,36,1985-06-01,84,2019-06-12,S,25001-50000,F,2,Partial College,Clerical,1,0
49.9900,41,1980-12-23,84,2019-06-12,M,0-25000,F,2,High School,Manual,0,1
519.9800,36,1985-05-06,84,2019-06-12,M,50001-75000,F,4,Graduate Degree,Professional,1,0
32.4800,51,1970-06-17,84,2019-06-12,M,50001-75000,F,4,High School,Professional,1,0
6.0100,45,1977-03-02,84,2019-06-12,M,50001-75000,F,5,Partial College,Skilled Manual,1,2
31.6900,51,1970-10-14,84,2019-06-12,M,greater than 100000,M,3,Partial College,Professional,1,3
4.9900,61,1960-11-08,84,2019-06-11,M,0-25000,F,4,High School,Skilled Manual,0,2
2327.7000,54,1968-02-22,84,2019-06-11,S,50001-75000,F,3,Graduate Degree,Management,1,2
2281.9800,46,1975-05-04,84,2019-06-11,S,greater than 100000,F,1,"Bachelors ",Management,0,3
544.9900,40,1981-10-12,84,2019-06-11,M,50001-75000,F,4,Graduate Degree,Professional,1,0
24.9900,51,1970-07-05,84,2019-06-11,S,75001-100000,F,2,Partial High School,Skilled Manual,1,2
1140.9800,45,1976-04-09,84,2019-06-11,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
2375.0800,40,1981-06-17,84,2019-06-11,M,25001-50000,F,0,"Bachelors ",Professional,1,0
4.4800,31,1990-06-27,84,2019-06-11,M,25001-50000,F,0,High School,Skilled Manual,1,2
49.0000,31,1990-06-01,84,2019-06-11,S,25001-50000,M,0,High School,Skilled Manual,1,2
40.4800,56,1966-01-15,84,2019-06-11,M,50001-75000,M,2,Partial College,Professional,1,2
0.5200,28,1993-05-26,84,2019-06-11,S,25001-50000,M,0,High School,Manual,0,1
1080.4800,37,1984-05-11,84,2019-06-11,S,25001-50000,M,2,"Bachelors ",Skilled Manual,1,0
37.9800,66,1955-07-14,84,2019-06-11,S,50001-75000,F,3,Graduate Degree,Management,0,2
1723.6900,43,1979-01-04,84,2019-06-11,S,50001-75000,F,4,"Bachelors ",Skilled Manual,0,2
2350.0000,51,1970-06-13,84,2019-06-11,M,75001-100000,M,2,High School,Professional,0,2
2260.0000,57,1964-05-24,84,2019-06-11,M,50001-75000,F,5,Partial High School,Skilled Manual,0,3
4.9900,69,1952-06-14,84,2019-06-11,M,greater than 100000,M,2,Graduate Degree,Management,1,3
110.9900,60,1961-11-14,84,2019-06-11,M,50001-75000,M,4,"Bachelors ",Management,1,2
50.4900,44,1977-10-25,84,2019-06-11,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
4.9900,30,1991-07-16,84,2019-06-11,S,50001-75000,F,0,"Bachelors ",Professional,1,2
1070.5000,40,1982-03-03,84,2019-06-11,S,50001-75000,M,0,Graduate Degree,Professional,1,1
563.1800,42,1979-12-16,84,2019-06-11,M,50001-75000,M,4,"Bachelors ",Skilled Manual,0,2
30.9300,60,1961-05-22,84,2019-06-11,M,75001-100000,M,5,Partial College,Professional,0,2
1700.9900,34,1987-04-08,84,2019-06-11,S,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
1149.9900,39,1982-07-15,84,2019-06-11,S,50001-75000,F,0,Graduate Degree,Professional,0,1
505.0000,50,1971-11-24,84,2019-06-11,M,75001-100000,M,2,High School,Skilled Manual,0,2
50.0000,26,1995-11-16,84,2019-06-11,M,25001-50000,F,0,High School,Skilled Manual,1,2
69.9900,56,1965-07-27,84,2019-06-11,M,50001-75000,F,4,Partial College,Professional,1,1
27.9700,47,1974-12-02,84,2019-06-11,M,50001-75000,F,5,Graduate Degree,Professional,1,3
2325.0000,59,1962-04-04,84,2019-06-11,S,greater than 100000,F,4,Partial High School,Professional,1,3
2285.0000,51,1970-08-26,84,2019-06-11,M,75001-100000,M,2,High School,Professional,1,2
27.7000,53,1968-04-16,84,2019-06-11,M,25001-50000,M,3,Partial College,Skilled Manual,0,2
1130.9900,46,1976-01-15,84,2019-06-11,M,50001-75000,F,1,"Bachelors ",Professional,1,1
5.0100,50,1971-09-20,84,2019-06-10,M,0-25000,F,2,Partial College,Manual,1,0
80.9800,45,1976-09-02,84,2019-06-10,S,0-25000,F,1,Graduate Degree,Clerical,0,0
567.6800,51,1970-05-20,84,2019-06-10,M,25001-50000,M,1,Partial College,Clerical,1,1
2174.9900,46,1975-04-18,84,2019-06-10,M,greater than 100000,F,1,Partial College,Professional,0,3
2306.9800,67,1954-08-19,84,2019-06-10,S,50001-75000,F,5,Graduate Degree,Management,1,2
518.9800,49,1972-11-22,84,2019-06-10,M,75001-100000,F,2,"Bachelors ",Management,0,0
2307.0000,68,1953-04-08,84,2019-06-10,M,50001-75000,F,5,Graduate Degree,Management,1,2
4.9900,44,1977-08-13,84,2019-06-10,M,75001-100000,F,1,Partial College,Professional,1,3
1165.4900,44,1977-10-02,84,2019-06-10,M,50001-75000,M,1,"Bachelors ",Professional,1,1
12.9900,49,1973-03-08,84,2019-06-10,S,75001-100000,F,4,Graduate Degree,Skilled Manual,0,0
1143.1900,45,1976-06-07,84,2019-06-10,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
0.0100,35,1987-02-02,84,2019-06-10,S,25001-50000,M,0,High School,Manual,1,1
30.0000,75,1947-03-26,84,2019-06-10,S,75001-100000,F,3,Graduate Degree,Management,1,1
1120.4900,46,1976-02-29,84,2019-06-10,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
2.7000,47,1974-09-03,84,2019-06-10,S,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
4.9900,38,1983-07-14,84,2019-06-10,M,50001-75000,M,5,"Bachelors ",Professional,1,4
22.7000,40,1981-07-04,84,2019-06-10,S,75001-100000,M,0,Graduate Degree,Skilled Manual,0,0
28.6100,54,1967-09-25,84,2019-06-10,M,75001-100000,M,3,Partial College,Professional,1,4
21.0000,31,1990-11-20,84,2019-06-10,M,25001-50000,M,3,Partial College,Clerical,1,0
1105.4900,29,1993-02-18,84,2019-06-10,M,50001-75000,M,0,Partial College,Skilled Manual,1,2
2253.4700,33,1988-10-05,84,2019-06-10,M,50001-75000,M,0,Partial College,Professional,1,2
9.9900,55,1966-06-21,84,2019-06-10,M,50001-75000,F,2,Partial College,Professional,1,1
518.9800,40,1981-08-07,84,2019-06-10,S,50001-75000,F,0,Graduate Degree,Professional,1,0
30.9900,54,1968-02-07,84,2019-06-10,S,0-25000,F,2,High School,Manual,1,2
539.9900,41,1980-04-14,84,2019-06-10,S,50001-75000,F,0,Graduate Degree,Professional,1,0
4.0000,40,1981-12-03,84,2019-06-10,S,0-25000,F,5,Partial High School,Manual,1,2
25.0000,60,1961-04-26,84,2019-06-10,S,greater than 100000,F,4,Partial College,Professional,0,4
1694.9800,33,1988-11-09,84,2019-06-10,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
2279.9800,50,1971-12-18,84,2019-06-10,S,50001-75000,F,3,Partial College,Professional,1,2
2357.6900,41,1980-08-24,84,2019-06-10,M,75001-100000,M,4,Partial College,Professional,1,4
505.0000,39,1982-04-25,84,2019-06-10,M,0-25000,M,1,Partial College,Manual,1,1
9.3200,58,1963-07-15,84,2019-06-10,M,25001-50000,F,2,High School,Professional,1,2
501.9700,36,1985-10-17,84,2019-06-10,M,75001-100000,F,2,Graduate Degree,Professional,1,0
1647.0000,36,1985-11-05,84,2019-06-10,S,0-25000,F,2,High School,Manual,1,0
32.6000,34,1987-05-07,84,2019-06-10,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
45.0000,56,1965-08-04,84,2019-06-10,M,50001-75000,M,2,Partial College,Professional,1,1
24.9900,30,1992-03-09,84,2019-06-10,S,25001-50000,M,0,Partial College,Skilled Manual,0,2
27.7000,42,1979-05-10,84,2019-06-09,S,0-25000,F,5,Partial High School,Manual,1,1
1674.9800,59,1962-11-07,84,2019-06-09,M,50001-75000,M,5,"Bachelors ",Management,1,3
8.9900,49,1972-07-19,84,2019-06-09,S,50001-75000,F,2,High School,Professional,0,2
539.9900,51,1970-07-20,84,2019-06-09,S,75001-100000,M,2,Partial College,Skilled Manual,1,2
2265.0000,44,1977-07-04,84,2019-06-09,M,75001-100000,M,1,Partial College,Professional,1,4
119.5500,45,1976-09-20,84,2019-06-09,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
2240.0000,50,1971-06-09,84,2019-06-09,M,50001-75000,M,3,Partial College,Professional,0,2
31.0000,30,1992-02-22,84,2019-06-09,M,25001-50000,M,0,Partial College,Clerical,0,1
1.7000,35,1986-06-18,84,2019-06-09,S,0-25000,M,0,Partial High School,Manual,0,2
32.0100,52,1970-02-09,84,2019-06-09,M,75001-100000,M,2,High School,Professional,1,4
531.0000,43,1979-02-10,84,2019-06-09,S,25001-50000,M,0,"Bachelors ",Professional,0,1
12.9900,46,1975-04-20,84,2019-06-09,M,25001-50000,M,4,High School,Skilled Manual,1,2
1120.4900,45,1976-07-20,84,2019-06-09,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
15.4900,36,1985-10-20,84,2019-06-09,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
2294.9900,64,1958-01-04,84,2019-06-09,S,50001-75000,F,5,"Bachelors ",Management,1,2
47.9800,56,1965-08-14,84,2019-06-09,S,50001-75000,F,4,Partial College,Professional,1,1
4.9900,39,1982-10-03,84,2019-06-09,S,25001-50000,M,1,"Bachelors ",Clerical,0,1
1700.9900,37,1984-08-01,84,2019-06-09,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
14.0100,30,1991-04-28,84,2019-06-09,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
50.0000,28,1993-11-09,84,2019-06-09,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
1085.5000,47,1975-03-18,84,2019-06-09,S,50001-75000,M,1,Partial College,Skilled Manual,1,1
110.9900,62,1959-08-18,84,2019-06-09,M,25001-50000,M,4,High School,Professional,0,2
1666.0000,43,1978-04-02,84,2019-06-09,M,50001-75000,M,3,Graduate Degree,Professional,1,0
1094.4900,46,1975-06-20,84,2019-06-09,M,0-25000,M,1,Partial College,Manual,0,0
1651.0000,35,1986-11-27,84,2019-06-09,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
46.9600,30,1991-12-12,84,2019-06-09,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
2.7000,29,1993-03-16,84,2019-06-09,M,25001-50000,M,0,High School,Skilled Manual,1,2
557.4900,66,1955-07-23,84,2019-06-09,S,0-25000,M,1,"Bachelors ",Clerical,1,0
8.9800,45,1976-05-11,84,2019-06-09,M,0-25000,M,1,"Bachelors ",Manual,1,0
2324.9900,52,1969-12-17,84,2019-06-09,M,50001-75000,F,3,High School,Professional,0,0
531.0000,54,1968-03-01,84,2019-06-09,M,0-25000,F,2,High School,Manual,0,2
3.9900,62,1959-10-26,84,2019-06-09,M,75001-100000,F,5,"Bachelors ",Management,1,2
543.9900,65,1956-04-07,84,2019-06-09,S,25001-50000,F,1,"Bachelors ",Clerical,1,0
0.0100,46,1975-09-28,84,2019-06-09,S,25001-50000,F,0,"Bachelors ",Professional,0,1
31.2400,36,1985-06-21,84,2019-06-09,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
1651.0000,62,1959-10-18,84,2019-06-09,M,25001-50000,F,4,High School,Professional,0,2
5.0000,45,1976-09-13,84,2019-06-09,S,0-25000,F,1,"Bachelors ",Manual,0,0
39.0100,30,1991-06-02,84,2019-06-09,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
2447.3500,36,1986-02-12,84,2019-06-08,M,50001-75000,F,2,Graduate Degree,Professional,1,0
15.0200,53,1968-07-25,84,2019-06-08,S,50001-75000,F,3,Graduate Degree,Management,0,2
2369.0700,41,1980-06-14,84,2019-06-08,M,25001-50000,F,2,Partial College,Clerical,1,0
530.4800,42,1979-07-29,84,2019-06-08,S,50001-75000,F,5,"Bachelors ",Skilled Manual,1,3
68.2800,44,1978-03-19,84,2019-06-08,S,0-25000,F,3,High School,Manual,1,2
1696.9900,38,1983-12-17,84,2019-06-08,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
2298.0100,26,1995-04-10,84,2019-06-08,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
31.0000,35,1986-09-06,84,2019-06-08,S,0-25000,M,0,Partial High School,Manual,1,2
2274.9800,43,1978-04-26,84,2019-06-08,M,greater than 100000,F,3,"Bachelors ",Management,1,2
26.6900,41,1980-06-14,84,2019-06-08,M,75001-100000,F,4,"Bachelors ",Management,1,4
2299.9900,52,1970-03-10,84,2019-06-08,M,75001-100000,F,2,High School,Professional,1,2
80.9800,32,1989-08-19,84,2019-06-08,S,50001-75000,F,0,Partial College,Professional,0,2
4.9900,61,1960-12-06,84,2019-06-08,S,50001-75000,F,5,"Bachelors ",Management,1,2
30.0000,48,1974-01-23,84,2019-06-08,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
2321.9600,43,1978-08-28,84,2019-06-08,M,50001-75000,F,4,"Bachelors ",Professional,1,2
4.0000,72,1949-04-08,84,2019-06-08,S,0-25000,F,2,Partial College,Clerical,0,1
4.9900,52,1970-03-05,84,2019-06-08,S,50001-75000,M,2,High School,Professional,1,2
8.0200,32,1989-05-10,84,2019-06-08,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
565.4900,40,1981-09-27,84,2019-06-08,S,50001-75000,M,0,Graduate Degree,Skilled Manual,1,0
2321.9700,52,1969-09-12,84,2019-06-08,M,50001-75000,M,3,High School,Professional,0,0
2327.4700,46,1975-07-14,84,2019-06-08,M,greater than 100000,M,4,"Bachelors ",Management,1,3
2281.9600,44,1977-11-03,84,2019-06-08,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
25.4800,79,1943-02-10,84,2019-06-08,M,25001-50000,M,1,Graduate Degree,Professional,0,1
2349.0800,32,1989-04-19,84,2019-06-08,M,25001-50000,M,0,Partial High School,Skilled Manual,0,2
4.9900,57,1964-08-27,84,2019-06-08,M,75001-100000,F,5,High School,Management,1,3
30.0000,32,1989-04-08,84,2019-06-08,S,25001-50000,F,0,Partial College,Clerical,0,1
9.5100,46,1975-08-26,84,2019-06-08,S,0-25000,M,1,High School,Manual,0,1
19.2000,28,1993-05-04,84,2019-06-08,M,0-25000,F,0,Partial College,Manual,0,1
531.0000,51,1971-03-20,84,2019-06-08,S,75001-100000,M,2,High School,Skilled Manual,0,2
30.0000,46,1975-10-08,84,2019-06-08,S,0-25000,M,1,Partial College,Manual,0,0
27.7000,41,1980-11-13,84,2019-06-08,M,50001-75000,F,3,"Bachelors ",Professional,1,1
20.0100,50,1971-10-11,84,2019-06-08,M,25001-50000,M,2,High School,Skilled Manual,0,2
505.0000,47,1974-07-03,84,2019-06-08,S,75001-100000,F,3,Graduate Degree,Professional,0,0
1651.0000,57,1964-05-13,84,2019-06-08,S,25001-50000,M,2,High School,Professional,1,2
535.9900,39,1983-03-11,84,2019-06-08,S,greater than 100000,F,1,Graduate Degree,Management,0,2
69.9900,30,1991-06-16,84,2019-06-08,S,50001-75000,F,0,"Bachelors ",Professional,1,3
49.9900,45,1976-04-06,84,2019-06-08,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
2266.9800,35,1986-11-02,84,2019-06-08,M,50001-75000,F,2,Graduate Degree,Professional,1,0
2.7000,65,1957-04-04,84,2019-06-08,M,50001-75000,M,3,Graduate Degree,Management,1,2
