TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
2181.565,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,1,2
32.6,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
69.99,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,0,2
31,00:00.0,00:00.0,S,75001-100000,F,3,Partial College,Management,0,4
9.01,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,2
538.97,00:00.0,00:00.0,S,25001-50000,F,3,High School,Skilled Manual,1,2
789.4918,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
782.99,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,0,2
4669.07,00:00.0,00:00.0,S,25001-50000,F,0,High School,Manual,0,1
476.49,00:00.0,00:00.0,S,75001-100000,F,3,Graduate Degree,Professional,1,0
321.6408,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,0
535.99,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Professional,1,1
15.49,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Skilled Manual,0,1
24.99,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,1,2
45.5,00:00.0,00:00.0,M,25001-50000,F,4,Bachelors ,Management,1,2
40.47,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Manual,1,2
480.575,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
539.99,00:00.0,00:00.0,M,50001-75000,F,0,Graduate Degree,Professional,1,0
1205.86,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Skilled Manual,0,1
2349.08,00:00.0,00:00.0,S,50001-75000,M,1,Bachelors ,Professional,1,1
1651,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Skilled Manual,1,1
1630.8836,00:00.0,00:00.0,M,greater than 100000,F,2,Partial College,Professional,1,4
2.7,00:00.0,00:00.0,M,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
4.99,00:00.0,00:00.0,S,50001-75000,F,2,Partial High School,Skilled Manual,1,2
4684.0475,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Clerical,1,0
2.7,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Professional,0,3
22.7,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,4
535.99,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
30,00:00.0,00:00.0,M,greater than 100000,F,2,Graduate Degree,Management,1,0
1.7,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,1,2
4805.7375,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
2413.57,00:00.0,00:00.0,M,75001-100000,F,3,Partial College,Professional,1,1
39.01,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,2
4.99,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,0,1
14.46,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,2
72.69,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
1066.5,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
2.7,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,1,3
79.98,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Professional,1,4
746.35,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
31.69,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,1,2
2380.07,00:00.0,00:00.0,S,75001-100000,F,4,Graduate Degree,Management,1,1
13,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
34.3,00:00.0,00:00.0,S,greater than 100000,F,1,Partial College,Professional,0,4
4,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
1.6,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Clerical,1,2
3.99,00:00.0,00:00.0,M,0-25000,F,1,Bachelors ,Manual,1,0
2408.3575,00:00.0,00:00.0,S,greater than 100000,F,1,Graduate Degree,Management,1,1
2464.94,00:00.0,00:00.0,S,greater than 100000,F,1,Bachelors ,Management,0,3
16.97,00:00.0,00:00.0,S,0-25000,F,0,Partial College,Manual,0,1
2049.0964,00:00.0,00:00.0,S,0-25000,F,1,High School,Manual,0,1
14.03,00:00.0,00:00.0,S,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
24,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,0,2
1292.7664,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Skilled Manual,1,1
1.97,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,1,3
69.99,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,1,3
1164.86,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,1,0
1057.085,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Professional,1,1
2.7,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,2
3578.27,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
2285,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,3
80.98,00:00.0,00:00.0,M,25001-50000,F,1,High School,Clerical,1,1
5.01,00:00.0,00:00.0,S,50001-75000,F,3,Graduate Degree,Management,1,2
3012.3418,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,0,0
2.7,00:00.0,00:00.0,S,0-25000,F,2,Partial College,Manual,0,1
30,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
2181.565,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
53.99,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,1,2
68.07,00:00.0,00:00.0,M,25001-50000,F,2,Partial High School,Skilled Manual,1,3
2455.0404,00:00.0,00:00.0,M,0-25000,F,0,Partial College,Manual,1,0
73.6,00:00.0,00:00.0,S,50001-75000,F,2,Partial High School,Skilled Manual,1,2
719.5,00:00.0,00:00.0,S,0-25000,F,3,High School,Manual,1,0
40.48,00:00.0,00:00.0,S,75001-100000,F,2,Partial High School,Skilled Manual,0,2
24.99,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Professional,1,1
369.3936,00:00.0,00:00.0,M,75001-100000,F,4,Graduate Degree,Management,1,1
32.6,00:00.0,00:00.0,S,0-25000,F,3,Partial High School,Clerical,0,2
2373.56,00:00.0,00:00.0,M,25001-50000,F,1,High School,Clerical,1,1
30,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
2647.6308,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
1745.99,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
17.5,00:00.0,00:00.0,S,0-25000,F,1,Graduate Degree,Clerical,0,0
81.96,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
49.99,00:00.0,00:00.0,S,50001-75000,F,5,Partial High School,Skilled Manual,1,4
59.98,00:00.0,00:00.0,S,0-25000,F,3,High School,Manual,1,0
31,00:00.0,00:00.0,M,75001-100000,F,1,Partial College,Skilled Manual,1,1
53.99,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
17.5,00:00.0,00:00.0,M,25001-50000,F,4,Partial College,Clerical,1,2
2808.78,00:00.0,00:00.0,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
798.48,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,3
31.69,00:00.0,00:00.0,S,greater than 100000,M,3,Partial College,Professional,1,4
1225.46,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
2289.98,00:00.0,00:00.0,M,greater than 100000,F,1,Graduate Degree,Management,1,4
4577.03,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,0,0
1221.32,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
26.01,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
1134.92,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
30,00:00.0,00:00.0,S,75001-100000,F,4,Partial College,Professional,0,2
2327.0225,00:00.0,00:00.0,M,75001-100000,F,4,Partial High School,Skilled Manual,1,4
4713.04,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
4,00:00.0,00:00.0,M,50001-75000,F,2,Graduate Degree,Professional,1,0
3029.3904,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,1,3
3024.3,00:00.0,00:00.0,M,25001-50000,F,2,Partial College,Clerical,1,1
30.99,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
1070.5,00:00.0,00:00.0,S,50001-75000,F,2,Partial College,Professional,1,0
34.99,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,1
2352.7,00:00.0,00:00.0,S,75001-100000,F,0,Partial College,Professional,0,2
1120.49,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
28.99,00:00.0,00:00.0,M,75001-100000,F,3,Bachelors ,Skilled Manual,1,2
65.56,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2443.35,00:00.0,00:00.0,M,25001-50000,F,2,High School,Professional,0,2
2.7,00:00.0,00:00.0,S,75001-100000,F,5,Partial College,Professional,1,2
12.5,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
2062.4292,00:00.0,00:00.0,S,50001-75000,F,2,Graduate Degree,Professional,1,1
518.9775,00:00.0,00:00.0,S,0-25000,M,1,High School,Manual,0,0
2416.4425,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,0,1
24,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,1,0
1647,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Clerical,1,0
531,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,1,2
13.99,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,1,2
2390.1,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Professional,0,2
1134.92,00:00.0,00:00.0,M,50001-75000,F,0,Bachelors ,Professional,1,4
32.6,00:00.0,00:00.0,M,75001-100000,F,4,High School,Professional,1,3
27.7,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,1,2
1179.86,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,1,1
69.99,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
2408.36,00:00.0,00:00.0,S,greater than 100000,F,0,High School,Management,1,3
530.48,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Professional,1,2
3578.27,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,1,2
1522.4392,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Professional,1,0
1036.8836,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
2.7,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
1226.31,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
15.49,00:00.0,00:00.0,S,25001-50000,F,0,Partial High School,Clerical,0,2
4.99,00:00.0,00:00.0,S,greater than 100000,F,3,Partial High School,Professional,1,4
2317.7018,00:00.0,00:00.0,S,greater than 100000,F,2,Partial College,Professional,1,4
539.99,00:00.0,00:00.0,S,50001-75000,F,5,Graduate Degree,Professional,1,0
129.97,00:00.0,00:00.0,S,75001-100000,F,0,Graduate Degree,Skilled Manual,0,0
238.01,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,2
1700.9925,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Clerical,1,0
20,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,2
2.96,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
127.73,00:00.0,00:00.0,S,75001-100000,F,4,Bachelors ,Management,1,4
27.7,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
2443.35,00:00.0,00:00.0,M,75001-100000,F,1,Graduate Degree,Management,1,0
31.01,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,0,1
544.98,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
598.97,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,1,1
30,00:00.0,00:00.0,M,0-25000,F,5,High School,Skilled Manual,1,2
4.99,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
2414.74,00:00.0,00:00.0,M,greater than 100000,F,2,Partial College,Professional,0,1
3.99,00:00.0,00:00.0,M,75001-100000,F,4,High School,Professional,1,3
2383.0604,00:00.0,00:00.0,M,75001-100000,F,3,Partial College,Professional,1,2
3578.27,00:00.0,00:00.0,S,25001-50000,F,5,Partial High School,Clerical,1,2
2443.35,00:00.0,00:00.0,S,75001-100000,F,1,Graduate Degree,Management,1,0
30.01,00:00.0,00:00.0,S,50001-75000,F,2,Partial High School,Skilled Manual,0,2
699.0964,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
47.98,00:00.0,00:00.0,M,0-25000,F,2,High School,Skilled Manual,1,2
87.97,00:00.0,00:00.0,S,50001-75000,F,5,Graduate Degree,Professional,1,2
2274.98,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,2
31.97,00:00.0,00:00.0,M,greater than 100000,F,0,Bachelors ,Management,0,1
2181.565,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,0,0
559.19,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,1
15.87,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Professional,1,0
4701.04,00:00.0,00:00.0,S,75001-100000,F,1,Partial College,Skilled Manual,1,1
2294.99,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Skilled Manual,1,2
1700.99,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Skilled Manual,1,2
1403.04,00:00.0,00:00.0,M,75001-100000,F,1,Graduate Degree,Management,1,0
2332.69,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
4679.0618,00:00.0,00:00.0,M,greater than 100000,F,4,Partial College,Professional,1,2
2274.9804,00:00.0,00:00.0,S,0-25000,M,1,Bachelors ,Clerical,1,0
1.6,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
4718.03,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,2
1243.3,00:00.0,00:00.0,S,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
530.48,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,4
6.49,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,2
4.99,00:00.0,00:00.0,S,75001-100000,F,2,Partial High School,Skilled Manual,1,2
29.99,00:00.0,00:00.0,M,75001-100000,F,0,High School,Management,1,3
4688.04,00:00.0,00:00.0,S,75001-100000,F,2,Partial College,Professional,1,1
21.98,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,1,2
5,00:00.0,00:00.0,M,25001-50000,F,2,Graduate Degree,Management,1,2
66.95,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Professional,1,0
21.49,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Professional,0,0
6459.02,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,3
215.26,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
5.51,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,1,0
2471.96,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Clerical,1,0
2384.07,00:00.0,00:00.0,S,greater than 100000,F,1,Partial College,Professional,1,4
1214.85,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Clerical,1,0
525.98,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
1700.99,00:00.0,00:00.0,S,25001-50000,F,4,Bachelors ,Management,0,2
1679.99,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2799.9904,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
2349.0804,00:00.0,00:00.0,M,75001-100000,F,3,Graduate Degree,Professional,1,0
15.49,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,1,0
1727.68,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Skilled Manual,1,1
61,00:00.0,00:00.0,M,75001-100000,F,4,Bachelors ,Management,1,0
44.48,00:00.0,00:00.0,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
1143.19,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
27.03,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
2349.0804,00:00.0,00:00.0,S,50001-75000,F,4,Partial College,Professional,0,2
2510.03,00:00.0,00:00.0,M,greater than 100000,M,2,High School,Professional,1,3
2357.95,00:00.0,00:00.0,S,50001-75000,F,3,Partial College,Professional,1,2
73.18,00:00.0,00:00.0,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
2049.0964,00:00.0,00:00.0,S,25001-50000,F,0,High School,Manual,0,1
2349.08,00:00.0,00:00.0,S,50001-75000,F,2,Graduate Degree,Professional,1,1
4.99,00:00.0,00:00.0,S,50001-75000,F,5,Bachelors ,Professional,1,3
761.54,00:00.0,00:00.0,S,greater than 100000,F,2,Bachelors ,Management,1,3
518.98,00:00.0,00:00.0,S,0-25000,F,1,Bachelors ,Clerical,1,0
2181.565,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,0
35,00:00.0,00:00.0,S,50001-75000,F,3,Graduate Degree,Management,0,2
2.7,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
2439.9675,00:00.0,00:00.0,M,50001-75000,F,2,Graduate Degree,Professional,1,0
14.01,00:00.0,00:00.0,S,50001-75000,F,3,High School,Professional,1,2
2319.9896,00:00.0,00:00.0,M,75001-100000,F,1,Graduate Degree,Management,0,0
1085.5,00:00.0,00:00.0,S,25001-50000,F,0,High School,Manual,0,1
2332.69,00:00.0,00:00.0,M,25001-50000,F,1,High School,Clerical,1,1
30,00:00.0,00:00.0,M,25001-50000,F,4,Partial College,Clerical,1,2
2049.0964,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,0,2
559.19,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Professional,0,2
69.99,00:00.0,00:00.0,M,25001-50000,F,2,High School,Professional,0,2
2181.565,00:00.0,00:00.0,S,75001-100000,F,4,Graduate Degree,Management,1,0
61.96,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,4
155.01,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
1543.97,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Management,0,1
2357.69,00:00.0,00:00.0,M,50001-75000,F,4,Graduate Degree,Management,1,2
490.47,00:00.0,00:00.0,S,0-25000,F,3,High School,Manual,0,0
553.98,00:00.0,00:00.0,M,50001-75000,F,4,Graduate Degree,Management,1,2
27.69,00:00.0,00:00.0,S,75001-100000,F,2,Partial High School,Skilled Manual,0,2
22.7,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,0,1
2372.05,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,1,1
2607.6408,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,2
195.965,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
1675.98,00:00.0,00:00.0,S,greater than 100000,F,2,Partial College,Professional,0,2
37.7,00:00.0,00:00.0,M,greater than 100000,F,1,Bachelors ,Management,1,3
29.99,00:00.0,00:00.0,S,25001-50000,F,5,Partial High School,Clerical,0,2
81.51,00:00.0,00:00.0,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
556,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,0,0
41.52,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
505,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Skilled Manual,0,2
61,00:00.0,00:00.0,M,50001-75000,F,4,High School,Professional,1,0
28.99,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,1
263.5608,00:00.0,00:00.0,S,50001-75000,F,3,Partial College,Professional,1,2
41.52,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,3
26.94,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Professional,1,2
544.98,00:00.0,00:00.0,S,50001-75000,F,2,Partial High School,Skilled Manual,0,2
34.99,00:00.0,00:00.0,M,0-25000,M,3,High School,Skilled Manual,1,2
543.99,00:00.0,00:00.0,S,greater than 100000,F,5,Partial High School,Professional,0,4
7.95,00:00.0,00:00.0,M,0-25000,F,3,Partial High School,Clerical,0,2
5,00:00.0,00:00.0,S,75001-100000,F,2,Bachelors ,Management,1,4
45.48,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
49,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
523.4675,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
4659.05,00:00.0,00:00.0,S,75001-100000,F,3,Bachelors ,Skilled Manual,1,1
19.69,00:00.0,00:00.0,S,75001-100000,F,3,Partial College,Professional,1,2
1283.28,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,0
540.98,00:00.0,00:00.0,S,50001-75000,F,4,High School,Professional,1,0
2.7,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
12.99,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Management,1,2
3578.27,00:00.0,00:00.0,S,50001-75000,F,2,Graduate Degree,Professional,0,0
62.02,00:00.0,00:00.0,M,50001-75000,F,4,Bachelors ,Skilled Manual,1,3
2349.08,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,1,1
1780.8436,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,0
3578.27,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
5,00:00.0,00:00.0,M,25001-50000,F,2,High School,Skilled Manual,1,2
3374.99,00:00.0,00:00.0,S,0-25000,F,3,Partial College,Manual,1,1
4744.3275,00:00.0,00:00.0,S,greater than 100000,F,2,Partial College,Professional,1,3
30,00:00.0,00:00.0,S,0-25000,F,3,High School,Skilled Manual,1,2
63.24,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Professional,1,2
49.99,00:00.0,00:00.0,S,25001-50000,F,4,High School,Professional,0,2
1214.85,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
515.5,00:00.0,00:00.0,M,75001-100000,F,0,Partial College,Professional,1,2
1085.5,00:00.0,00:00.0,M,25001-50000,F,4,High School,Professional,0,2
1085.5,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Management,1,2
24.99,00:00.0,00:00.0,S,25001-50000,F,4,High School,Professional,0,2
744.49,00:00.0,00:00.0,M,0-25000,F,3,Partial High School,Manual,0,2
2071.4192,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Skilled Manual,0,0
46,00:00.0,00:00.0,M,25001-50000,F,0,High School,Skilled Manual,1,2
2499.04,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
25,00:00.0,00:00.0,M,greater than 100000,F,3,Partial High School,Professional,0,4
2346.97,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Management,1,2
30,00:00.0,00:00.0,M,0-25000,F,4,High School,Manual,0,2
518.98,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,0,1
0.5,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Professional,1,3
2349.08,00:00.0,00:00.0,S,0-25000,F,2,Partial College,Manual,0,1
3008.35,00:00.0,00:00.0,S,25001-50000,F,1,Partial College,Clerical,1,1
30,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,0,2
1438.4208,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,0
3041.33,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,2
4.99,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,1,2
4.49,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
61.39,00:00.0,00:00.0,M,greater than 100000,F,1,Bachelors ,Management,1,3
16,00:00.0,00:00.0,M,75001-100000,F,1,Bachelors ,Management,1,3
2260,00:00.0,00:00.0,S,0-25000,F,2,Partial College,Manual,1,1
539.9882,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
28.01,00:00.0,00:00.0,M,50001-75000,F,2,Bachelors ,Management,1,0
1070.5,00:00.0,00:00.0,M,0-25000,F,0,Partial College,Manual,0,1
2324.47,00:00.0,00:00.0,S,75001-100000,F,0,Partial College,Professional,0,1
699.0964,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1085.5,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Professional,0,1
2306.98,00:00.0,00:00.0,M,greater than 100000,F,0,Graduate Degree,Management,1,4
2240,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,2
1.7,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Professional,0,0
539.99,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,1,1
2363.42,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
